run_id,random_seed,model_type,config_type,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,tp_mean,tp_std,fp_mean,fp_std,param_n_estimators,param_learning_rate,param_max_depth,param_subsample,param_colsample_bytree,param_min_child_weight,param_reg_alpha,param_reg_lambda
17,17,xgb,random,0.6458,0.009152048950918049,0.6462941547118218,0.011250146484472468,0.6370504149394358,0.007824504139448825,0.6415892892425694,0.007837987739851735,317.0,4.1952353926806065,173.6,8.089499366462675,211.0,0.057266665768534036,9.0,0.5957603934737474,0.5339501790956457,7.0,0.41022325051079334,0.7059877162802353
18,18,xgb,random,0.6848,0.014551975810864969,0.6881297925172748,0.014750799220920882,0.6704306158234548,0.01685087602258777,0.6791322312485318,0.01514147062059043,333.6,8.138795979750322,151.2,7.467261881037787,398.0,0.04140161511166397,8.0,0.939300735460776,0.5909201126857673,3.0,0.2039724048237226,0.523013467581595
19,19,xgb,random,0.6497999999999999,0.009474175425861618,0.6520630256890645,0.009232006908534466,0.6350472311782341,0.013085887931952533,0.6434176159891746,0.010663579884604186,316.0,6.54217089351845,168.6,4.586937976471886,193.0,0.09457023444911432,5.0,0.6234689865831635,0.5690658437381597,3.0,0.08299956500689287,1.8439541625609333
20,20,xgb,random,0.6599999999999999,0.014573949361789356,0.661152635522659,0.01441258947761064,0.6495002141362229,0.019985274405215865,0.6552205980522015,0.016475483017495598,323.2,10.225458424931373,165.6,7.059745037889116,371.0,0.17316184098817117,5.0,0.907918738653842,0.5179447928084266,8.0,0.95045165254683,1.8457313108222326
21,21,xgb,random,0.6662,0.02249799991110318,0.6715215655758442,0.025293234903377516,0.6454825337567573,0.0291045767872045,0.6579456443141376,0.023487261301920945,321.2,14.661514246489002,157.4,16.00749824301099,307.0,0.07336644896847253,3.0,0.5180738382846721,0.9757994905334814,3.0,0.0507732566953768,1.1045437879292337
22,22,xgb,random,0.6666000000000001,0.008957678270623484,0.6669102174137432,0.00874171340629763,0.6595710811051045,0.024434879324148943,0.6629693087768981,0.01307698548040367,328.2,12.08966500776593,164.0,8.67179335547152,232.0,0.10225215926450489,7.0,0.8187395776032731,0.8900170891402719,9.0,0.3388639606037004,1.0410656665956624
23,23,xgb,random,0.668,0.005966573556070525,0.6759881834088621,0.010013499440320527,0.6398737808376362,0.011934645007925663,0.6572871243887308,0.005189137624235279,318.4,5.885575587824865,152.8,9.042123644365851,183.0,0.13036456877026253,4.0,0.8827298796984535,0.6411979219835564,8.0,0.18399514382436277,0.6996402351922164
24,24,xgb,random,0.6778000000000001,0.011070682002478394,0.6847094762872097,0.018129652276351035,0.6551501781774987,0.017003224394676504,0.6692643375098343,0.008939538064244116,326.0,8.366600265340756,150.6,14.66424222385869,292.0,0.03792819298788975,4.0,0.6100336498914258,0.680528176982029,5.0,0.7871809005473235,1.4481023895196166
25,25,xgb,random,0.632,0.01209958676980335,0.6370864829016112,0.009228249110134187,0.6045065574167899,0.025724290606485758,0.6202232325014608,0.017413777671633268,300.8,12.749901960407382,171.2,3.7629775444453553,232.0,0.13440989611552312,8.0,0.5494121133756311,0.5904122755344962,3.0,0.11737554713471554,1.86993748874827
26,26,xgb,random,0.6648,0.012749901960407393,0.664900302978158,0.01369014218453414,0.6583727263177458,0.018265477239629794,0.6615002997963386,0.013570951948716353,327.6,8.867919710958144,165.2,9.282241108697836,362.0,0.0742374740931738,9.0,0.8946103680854298,0.9352810312379117,5.0,0.22611233047772372,2.0015694572954197
27,27,xgb,random,0.6816000000000001,0.005238320341483495,0.6910480842341652,0.006670290478842324,0.6515155188157055,0.014133199774837499,0.6705951578174637,0.0076515988073168765,324.2,7.30479294709987,145.0,6.0,119.0,0.10212022596737415,3.0,0.7339788372367739,0.6922940030074893,2.0,0.8409693307667548,2.2570994676607126
28,28,xgb,random,0.6572000000000001,0.012106196760337256,0.6609812087714261,0.013574139097120394,0.6390818808432928,0.01578246904202611,0.6497512004099171,0.012444959538178917,318.0,7.563068160475615,163.2,8.749857141690942,357.0,0.05562346409399763,9.0,0.5624835460046205,0.6987961843500585,1.0,0.5109929816531131,0.86538671683165
29,29,xgb,random,0.6756,0.0034985711369071833,0.6831095871841457,0.006980115517092725,0.6499018205619258,0.020898248617576557,0.6658123532362239,0.008851011458216854,323.4,10.669582934679312,150.2,9.195651146058118,336.0,0.08197486177823288,3.0,0.8816186021651424,0.7263595287997057,6.0,0.33095996623214907,2.2092189021245403
30,30,xgb,random,0.6468,0.011906300852909784,0.6456670761200548,0.01393525732796495,0.6438874209110083,0.020231978379549972,0.6445775817346104,0.012961090300761978,320.4,10.131140113531151,176.0,10.825894882179487,393.0,0.16754669731193983,8.0,0.8315239526678343,0.5818253630513767,6.0,0.7064143966634708,1.7001416383944599
31,31,xgb,random,0.6724,0.006468384651518498,0.6711027413453647,0.006576679777041973,0.6700096159285027,0.01056328631653247,0.6705245065957347,0.007565484588391632,333.4,5.4626001134990645,163.4,4.176122603564219,310.0,0.034348740307359654,9.0,0.885156466109439,0.9934350015462314,7.0,0.22028364917914411,2.3361432115530745
32,32,xgb,random,0.674,0.008366600265340762,0.6731943766832199,0.010304006733212745,0.6708346464328138,0.01886700081794394,0.6718116109157226,0.010010681060380729,333.8,9.130169768410662,162.2,9.641576634555161,315.0,0.03894847665657604,9.0,0.7775643889992984,0.9778282744958838,8.0,0.8162051391124808,0.7021731206172495
33,33,xgb,random,0.651,0.01150651989091403,0.6533425425032153,0.010020323420439658,0.6358334747440466,0.023746016261545683,0.6443305650369365,0.015945709663896655,316.4,12.059850745345068,167.8,5.564171097297422,120.0,0.13345238646489616,5.0,0.7054704014982704,0.63014984544345,7.0,0.7509236424046749,1.7259127500602813
34,34,xgb,random,0.6474,0.019622436138257673,0.6493180272156474,0.018430427940948204,0.6330497038455634,0.029377850107767514,0.6409478833436479,0.022971897622036764,315.0,14.505171491574997,170.0,8.579044235810887,222.0,0.14701506907870124,9.0,0.7090076306197519,0.723881427250396,3.0,0.2530864507581302,0.8799306125873398
35,35,xgb,random,0.654,0.015401298646542778,0.654480161766226,0.013554732471155488,0.644672856415602,0.028323071308324014,0.6493880808449212,0.020300225122182436,320.8,14.330387294138285,169.2,6.046486583132389,301.0,0.09746926044115752,4.0,0.623053428819122,0.5140628174589381,9.0,0.11134663609249817,1.752874457908505
36,36,xgb,random,0.6904000000000001,0.00796492310069591,0.7031299542471572,0.011282459871960556,0.6543421169587809,0.010657272041994813,0.6777671016454506,0.007500862916156564,325.6,5.276362383309167,137.6,7.787168933572715,233.0,0.043145850153581286,3.0,0.9760903337030069,0.5715867238605152,6.0,0.36321459652102894,0.8731136245786317
37,37,xgb,random,0.662,0.008921883209278192,0.663467562412549,0.012339400957292837,0.6515260236115488,0.005554656312008835,0.6573774244129966,0.00682743098865242,324.2,2.85657137141714,164.6,8.912911982062878,351.0,0.05891925434357364,9.0,0.6548361317071475,0.9290893624880314,6.0,0.10343755501999807,1.990951532568867
38,38,xgb,random,0.6542000000000001,0.007249827584156749,0.6613541436789883,0.008674665223336993,0.625395747981867,0.011885461878468975,0.6428070388528555,0.008283046120441269,311.2,6.079473661428265,159.4,6.216108107168021,153.0,0.16697481633447067,7.0,0.8514124468053648,0.8168170485857034,1.0,0.20012684285990445,1.2747757753334024
39,39,xgb,random,0.6378,0.011249888888340196,0.6386762655196033,0.008154679714051434,0.6262272429759279,0.027352648096262654,0.6321698171233597,0.016799823545121703,311.6,13.365627557282897,176.2,6.209669878504009,205.0,0.14968485319239078,7.0,0.6834448058979581,0.9143260851576999,5.0,0.5255145833645837,1.4278168116201368
40,40,xgb,random,0.6898000000000001,0.0077045441137032445,0.7000671244551001,0.015923567191942448,0.6607783245658692,0.023044254303118347,0.679359538125464,0.008319083310098308,328.8,11.373653766490346,141.4,15.252540771950095,319.0,0.03830490601677901,3.0,0.8525151509318694,0.5725230814902134,8.0,0.3039123053407655,1.5527990485942909
41,41,xgb,random,0.671,0.013221195104830696,0.6799861310038167,0.012432050424211846,0.6398616599193555,0.021775751596437572,0.6592094294653263,0.016189546654213953,318.4,10.983624174196784,149.8,6.4,180.0,0.053303901452723304,4.0,0.5582118515832657,0.8019328444744065,9.0,0.6685157172603458,2.3348956977417936
42,42,xgb,random,0.6464,0.01063202708800162,0.6483196873301739,0.014406124471926988,0.633437573230548,0.006204913470881569,0.640703760814753,0.007937017717335402,315.2,3.249615361854384,171.2,10.552724766618335,202.0,0.1494814480290349,9.0,0.8659969709057025,0.7993292420985183,7.0,0.44583275285359114,0.6999498316360058
43,43,xgb,random,0.6674,0.012338557452149715,0.6707655888866382,0.008313183339322421,0.6511373461653456,0.033329002193677,0.6604301093471757,0.018704964313427816,324.0,16.45600194457937,159.0,7.974960814950754,355.0,0.045437213853066,5.0,0.6202948099826744,0.6635695279055699,3.0,0.6660902130980257,1.5823244245668076
44,44,xgb,random,0.6664000000000001,0.009971960689854335,0.6687883014029203,0.01287173302429008,0.653539712168594,0.006643886023360761,0.6610181741660132,0.008070261985488306,325.2,3.1874754901018454,161.2,8.975522268926749,376.0,0.09488125596731464,8.0,0.8723202408397589,0.6802504181281428,4.0,0.29637592739789465,1.0139351396825842
45,45,xgb,random,0.6632,0.006852736679604732,0.6689861169822855,0.0065468007676653195,0.639868932470324,0.02237870415790832,0.6538769673571462,0.01192562817101856,318.4,11.18212859879549,157.6,7.337574531137657,231.0,0.13072195002598386,8.0,0.978626215623578,0.9573202821344433,9.0,0.04852200090644587,0.8266488964165335
46,46,xgb,random,0.6538,0.009064215354899737,0.6615918775393179,0.01105498950683955,0.623806291564649,0.029075386587265883,0.6416828594100005,0.014857236404203108,310.4,14.347125147568763,159.0,12.13260071048248,289.0,0.06870702382344793,7.0,0.6245215457578744,0.8790379323249089,1.0,0.04286544835226391,1.381734406859609
47,47,xgb,random,0.663,0.010862780491200225,0.6673494554016439,0.014343450008076044,0.6442922595815859,0.012384347503467605,0.6554956001358346,0.009995993039665056,320.6,6.1838499334961226,160.0,10.334408546211051,235.0,0.15776362557837711,3.0,0.8643673167505531,0.6757339029463507,1.0,0.7996046016600539,1.791123709016585
48,48,xgb,random,0.6474,0.013965672200076884,0.6536836165606663,0.01367170638031229,0.6197894192464022,0.02388137823492797,0.6361154636947026,0.016797388912647954,308.4,11.689311356961966,163.4,8.452218643646175,100.0,0.09397256466549626,7.0,0.6424305837369592,0.649488188729479,7.0,0.9633315304254785,1.2926608154879566
49,49,xgb,random,0.6526000000000001,0.008569714114251429,0.6539632509229275,0.01052508622686051,0.6418931258232125,0.024557884948858338,0.647552282852681,0.012190012841460773,319.4,12.059850745345068,169.2,11.443775600735973,273.0,0.06705927479427215,9.0,0.5971078570619353,0.8813148613396167,6.0,0.5668846594996723,1.5939317604860634
50,50,xgb,random,0.6679999999999999,0.016087262041752152,0.6709935942364598,0.021789692068765236,0.6551461378714051,0.008793352330249894,0.6627464257680717,0.01120958672923404,326.0,4.33589667773576,160.4,16.85941873256608,276.0,0.049376187653932466,8.0,0.6277369618786057,0.6981649548613884,6.0,0.15220072117875683,2.4094122560053646
51,51,xgb,random,0.6839999999999999,0.011882760622010331,0.6946353025590117,0.012259057170522003,0.6511171446348776,0.014833565859908518,0.6721562141546852,0.013366351102526097,324.0,7.563068160475615,142.4,5.314132102234569,157.0,0.03670682733044191,4.0,0.9713613638431569,0.7738909582950659,5.0,0.9493378066500051,0.8153403375475279
52,52,xgb,random,0.6812,0.010107423014794578,0.6824138609673852,0.00871224816572276,0.6720087593836108,0.019785539644336485,0.6770684919189377,0.013015660738605958,334.4,10.131140113531151,155.6,5.388877434122992,256.0,0.0339176972354801,9.0,0.8092108846748052,0.5491422326684496,4.0,0.03246557697973673,0.6432179141212648
53,53,xgb,random,0.6406000000000001,0.013602940858505573,0.6433684494273287,0.017461525616853883,0.6246014238038673,0.010612170369111013,0.6337082892526736,0.010727274405049012,310.8,5.192301994298868,172.6,12.815615474880635,125.0,0.1318132484270247,8.0,0.7274377012028764,0.6760874568459809,1.0,0.45291324576330383,1.4773259798369138
54,54,xgb,random,0.6792,0.010628264204469114,0.6831160270917703,0.012834027995298088,0.663190387303742,0.01395790333610149,0.6729065975175452,0.010627979805281724,330.0,6.782329983125268,153.2,8.704022058795578,211.0,0.059089998859807286,4.0,0.7591413640837381,0.5043027260043846,7.0,0.8013812560164609,2.014623977217309
55,55,xgb,random,0.628,0.009099450532861868,0.6275308335714982,0.011176150722286947,0.6217901788239477,0.01006108498866166,0.6245574426843484,0.00754787409939695,309.4,4.841487374764082,183.8,9.325234581499815,254.0,0.17574838799846812,8.0,0.6239774832223456,0.9917461854633831,6.0,0.2855442354647988,2.225260754103279
56,56,xgb,random,0.6626,0.010762899237658977,0.6656867252528069,0.015081497597524609,0.6479164141475359,0.01280903546903649,0.6565068115676242,0.008796776521684301,322.4,6.216108107168021,162.2,11.906300852909773,292.0,0.13105524370037064,5.0,0.7997527880759778,0.5908752672872168,7.0,0.24784955351126103,1.4172226502924277
57,57,xgb,random,0.6660000000000001,0.011260550608207407,0.6711065000426771,0.012985956860034094,0.6450849676371482,0.018445374970335767,0.6577036567542554,0.01294081968808515,321.0,9.38083151964686,157.4,8.8,314.0,0.0645715649327592,3.0,0.6553913492800435,0.7829779453807528,8.0,0.9371334299974101,1.473518117042707
58,58,xgb,random,0.6454000000000001,0.013215142829345444,0.6471402496339789,0.01385580129578711,0.6322367942595332,0.013811727989318696,0.639563323789151,0.01295242991144321,314.6,6.829348431585549,171.6,8.260750571225353,391.0,0.15501320405066674,4.0,0.7480301743838947,0.5378110332975685,2.0,0.2896340057739586,1.1176089175768495
59,59,xgb,random,0.6592,0.01085172797300044,0.6639232585827989,0.0183436256222665,0.640284275936745,0.014101547243131946,0.6515668410414547,0.006972128939577745,318.6,6.770524351924302,161.8,14.971973817770321,277.0,0.15069251815736728,6.0,0.9895808923399334,0.6989276467769358,4.0,0.9411898423454207,0.8996632034179628
