run_id,random_seed,model_type,config_type,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,tp_mean,tp_std,fp_mean,fp_std,param_n_estimators,param_learning_rate,param_num_leaves,param_min_child_samples,param_colsample_bytree,param_reg_alpha,param_reg_lambda
32,32,lgbm,random,0.6752,0.007082372483850316,0.6722518278508661,0.00585387517355713,0.6776571073024492,0.016746148751549558,0.6748516851757487,0.009691705157320884,337.2,8.255906976220118,164.4,4.882622246293481,315.0,0.03894847665657604,74.0,34.0,0.8769978759313732,0.7317397804275537,1.2072022274298453
33,33,lgbm,random,0.6708000000000001,0.011923086848631085,0.6704818595182701,0.012243601492791936,0.6655774001438349,0.018504019954266086,0.6679246643376461,0.013626654804656092,331.2,9.516301802696255,162.8,7.704544113703289,120.0,0.13345238646489616,86.0,28.0,0.960345649198814,0.10994201056954023,2.00184728480935
34,34,lgbm,random,0.6576000000000001,0.008452218643646184,0.6588191117826898,0.00919157412004277,0.6471156254797863,0.009714396226150961,0.6528805856723323,0.008177609320560554,322.0,4.516635916254486,166.8,5.946427498927402,222.0,0.14701506907870124,88.0,45.0,0.5069454241601093,0.9361585360849233,1.3531487634710668
35,35,lgbm,random,0.6718,0.010961751684835755,0.6740123882286575,0.010566282250870404,0.6591549295774648,0.015426165367725064,0.6664724689154109,0.012568987824746837,328.0,7.874007874011811,158.6,4.758150901348127,301.0,0.09746926044115752,75.0,43.0,0.623053428819122,0.02812563491787612,1.8921674357555305
36,36,lgbm,random,0.6688000000000001,0.011496086290559905,0.6682660459148806,0.012173172303040292,0.6643774292340388,0.019802087069978436,0.6661641021008379,0.013069725931873779,330.6,10.05186549850325,164.2,8.908422980528035,233.0,0.043145850153581286,60.0,43.0,0.9123794106512273,0.8630435005378658,0.6824609244348792
37,37,lgbm,random,0.6812000000000001,0.011249888888340153,0.6803208625971491,0.009486521756922136,0.6776643798534178,0.01671850970848391,0.6789561051482021,0.012760357418475572,337.2,8.084553172563094,158.4,4.079215610874228,351.0,0.05891925434357364,42.0,45.0,0.9290893624880314,0.06693954842863636,1.7493182829838358
38,38,lgbm,random,0.6614000000000001,0.006858571279792904,0.6628251216448489,0.008041177967501024,0.6507220026989244,0.01694335059678034,0.6565722706168227,0.009214166549108619,323.8,8.471127433818948,164.8,7.678541528180986,153.0,0.16697481633447067,24.0,12.0,0.7011369155110199,0.9056774571982121,1.549490797521574
39,39,lgbm,random,0.6622000000000001,0.01421829806974099,0.6614589543045948,0.011908796461429949,0.6575573925480594,0.028738213641180437,0.6592884791457004,0.01841960742139232,327.2,14.3024473430249,167.4,7.472616676907761,205.0,0.14968485319239078,40.0,16.0,0.5610249334151005,0.602002006791438,1.5510291667291674
40,40,lgbm,random,0.6768000000000001,0.011599999999999977,0.6761729850733109,0.015785279919235517,0.6740474978384363,0.022024450434607858,0.6747670956721314,0.01189680820982521,335.4,10.781465577554842,161.0,14.142135623730951,319.0,0.03830490601677901,76.0,11.0,0.7251752934836355,0.3039123053407655,1.5527990485942909
41,41,lgbm,random,0.6768000000000001,0.008158431221748464,0.6770310511798036,0.008099205747438108,0.6704184949051741,0.019476051281273745,0.6735507966322578,0.010910243462263014,333.6,9.687104830649867,159.2,7.2221880341071145,180.0,0.053303901452723304,43.0,31.0,0.8019328444744065,0.19093066277973914,1.8370314345206915
42,42,lgbm,random,0.6688000000000001,0.014864723340849616,0.6692694580025048,0.01764488251421483,0.6619726390471342,0.012789377260183876,0.6655025284880416,0.01318695121447138,329.4,6.499230723708768,163.0,12.049896265113654,202.0,0.1494814480290349,34.0,17.0,0.7993292420985183,0.15601864044243652,0.8119890406724053
43,43,lgbm,random,0.6686,0.01448585516978543,0.6687159588528013,0.007712113027085647,0.6615904260906806,0.04287921474158098,0.664526314804046,0.023408935306860335,329.2,21.216974336601343,163.0,9.612491872558333,355.0,0.045437213853066,78.0,26.0,0.5860662807790155,0.8110363919968716,0.6494827071739764
44,44,lgbm,random,0.67,0.010601886624558866,0.6640081400181359,0.011382110732003722,0.6820691215566491,0.00994961201136449,0.6728902867689777,0.009864793445639628,339.4,5.122499389946279,171.8,7.359347797189639,376.0,0.09488125596731464,65.0,13.0,0.6802504181281428,0.35931083780807194,1.7184767612363034
45,45,lgbm,random,0.6648,0.007194442299441986,0.6634432624287019,0.010926995149982705,0.6631855389364298,0.013773065002882395,0.663151778725195,0.006878547866761726,330.0,6.81175454637056,167.6,9.748846085563153,231.0,0.13072195002598386,81.0,31.0,0.7222347479859015,0.47280796975548534,0.5970440018128917
46,46,lgbm,random,0.663,0.008740709353364871,0.662161058762428,0.012122084043796708,0.6599751117144634,0.017150975616406206,0.6608449032079449,0.008723748759652502,328.4,8.404760555780278,167.8,11.408768557561329,289.0,0.06870702382344793,78.0,29.0,0.8790379323249089,0.3130769356316798,2.3744747149767953
47,47,lgbm,random,0.6544000000000001,0.008822698000045119,0.6551146394744338,0.00848903290933995,0.6451100175349284,0.015959443426169055,0.6499953511134129,0.01065013640566561,321.0,7.6681158050723255,169.0,5.621387729022079,235.0,0.15776362557837711,28.0,18.0,0.91171558704774,0.37206340363327506,2.456519466632673
48,48,lgbm,random,0.6611999999999999,0.009558242516278825,0.6627245611805936,0.011281741490044114,0.6503260527017527,0.01408549276826999,0.6563612141912276,0.00983389088739403,323.6,6.916646586316233,164.8,8.565045242145542,100.0,0.09397256466549626,88.0,37.0,0.8468884129039063,0.10821174675251732,2.4266630608509567
49,49,lgbm,random,0.6674,0.011740528097151348,0.6652701589144834,0.011117803648652055,0.6676209869659726,0.023434611448351978,0.666249772193148,0.014378983505831713,332.2,11.42628548566856,167.2,8.588364221433554,273.0,0.06705927479427215,74.0,22.0,0.8416383799874935,0.5668846594996723,1.5939317604860634
50,50,lgbm,random,0.6682,0.020701690752206674,0.6686930331796314,0.021905238778135324,0.660775900382213,0.020541398245293194,0.6646629040570815,0.020492469530463502,328.8,10.166612021711067,163.0,12.049896265113654,276.0,0.049376187653932466,53.0,40.0,0.6981649548613884,0.37731509769112404,2.493148460309299
51,51,lgbm,random,0.6740000000000002,0.01193314711214105,0.6723691727006983,0.012816574206931651,0.6728370221327968,0.010881441122010787,0.6725810913182257,0.01123580877009302,334.8,5.192301994298868,163.2,7.520638270785266,157.0,0.03670682733044191,93.0,15.0,0.8220098635099155,0.2842129987402895,2.3986756133000102
52,52,lgbm,random,0.675,0.011999999999999985,0.6729713833800541,0.012066030119882061,0.6748377817103425,0.013437145165187245,0.6738801389651136,0.012135893460382201,335.8,6.734983296193095,163.2,6.675327707311454,256.0,0.0339176972354801,43.0,32.0,0.8092108846748052,0.09828446533689916,1.7402626197537177
53,53,lgbm,random,0.6504000000000001,0.011288932633336078,0.6491223961446989,0.013566716576416291,0.64790752547413,0.006525334253364878,0.6484788895706834,0.00949658699833165,322.4,3.3823069050575527,174.4,8.97997772825746,125.0,0.1318132484270247,57.0,32.0,0.8871656044790572,0.7242331172209213,1.4058264915266077
54,54,lgbm,random,0.6728000000000002,0.017278888853164157,0.6713006349675186,0.020291832267189728,0.6720192641794542,0.009847318413440043,0.6715993847025744,0.014657448433261694,334.4,5.122499389946279,164.0,13.099618315050252,211.0,0.059089998859807286,35.0,33.0,0.995753733509342,0.23628026998494156,0.9340601111789972
55,55,lgbm,random,0.6578000000000002,0.011443775600735983,0.6592302591504958,0.01246464891057778,0.6467075545643338,0.009758083841950791,0.6528945745711843,0.010738355077168344,321.8,4.749736834815167,166.4,7.2,254.0,0.17574838799846812,49.0,47.0,0.7655619149036266,0.2855442354647988,2.225260754103279
56,56,lgbm,random,0.6639999999999999,0.007483314773547889,0.6630959585891253,0.0038372344341608216,0.6603710617116353,0.03043805063023276,0.6613524233899929,0.01511932572926129,328.6,15.13406752991409,167.0,8.740709353364863,292.0,0.13105524370037064,34.0,33.0,0.6343252668077108,0.9580958892301569,0.6923882048920007
57,57,lgbm,random,0.6654000000000001,0.020915066339842216,0.6641178917514214,0.01900085012224841,0.6619548617003224,0.03456193073252497,0.6628390551566193,0.025418313094477053,329.4,17.408044117591157,166.4,8.685620300243386,314.0,0.0645715649327592,99.0,44.0,0.8512218801899101,0.8062254678090192,2.3742668599948202
58,58,lgbm,random,0.656,0.019758542456365567,0.6537588766963104,0.018086592732168113,0.6555485523583267,0.028980532048735488,0.654557607459909,0.022840020121008248,326.2,14.4138821973818,172.6,7.735631842325487,391.0,0.15501320405066674,45.0,24.0,0.9812501522735583,0.9650639859718202,1.57542331948331
59,59,lgbm,random,0.6656000000000001,0.009414881836751864,0.6628894735371179,0.00633323241005229,0.6671951387037082,0.026234354217808047,0.6648170412242896,0.01462956290004279,332.0,13.16054710108968,168.8,6.144916598294887,277.0,0.15069251815736728,43.0,25.0,0.5420784704307291,0.5735736839376276,1.0638795337258256
60,60,lgbm,random,0.6632,0.0017204650534085267,0.6633524338912271,0.008000311332490474,0.6571549780611379,0.021261021619063656,0.6599227992088443,0.007069736940477729,327.0,10.583005244258363,166.2,11.070682002478438,305.0,0.1461976957920333,30.0,25.0,0.8158161776727049,0.7410731581372827,1.99685605463764
61,61,lgbm,random,0.6522,0.009682974749528171,0.6512642489797387,0.011752114016245168,0.6487155866928479,0.013474268537460045,0.649870564756551,0.009287283187579466,322.8,6.675327707311454,173.0,9.444575162494075,199.0,0.15936471124889298,36.0,44.0,0.7457478194122256,0.5542916208769794,0.9746394593066623
62,62,lgbm,random,0.6658000000000001,0.013614697940093977,0.6662068860417695,0.012815408603684438,0.6579646554022933,0.020067361849577834,0.6619911636152104,0.015547799293915384,327.4,9.89141041510259,164.0,6.511528238439882,118.0,0.11134514148061071,29.0,21.0,0.7057009999048872,0.6314153737307647,1.081886474532268
63,63,lgbm,random,0.6646,0.011909659944767535,0.6624694286204583,0.006625413711307058,0.6640032968897722,0.029046899672075636,0.663028018639429,0.017554590207998703,330.4,14.277254638059796,168.2,3.7629775444453557,144.0,0.10290383956907082,52.0,27.0,0.9109119480588979,0.747134048491792,2.0710991361154134
64,64,lgbm,random,0.6602,0.010609429767899884,0.6628462152428924,0.01757173525429247,0.647904293229255,0.024979044178416968,0.6547418926889007,0.010819098674344935,322.4,12.515590277729611,164.6,16.954055562018194,219.0,0.11277179628118034,71.0,31.0,0.8077179242359511,0.8637684234480363,1.934906531793765
65,65,lgbm,random,0.6694000000000001,0.003072458299147446,0.6698807795280223,0.006832739602617054,0.6623936389420862,0.01972811134953312,0.6658653646562714,0.007561789137035591,329.6,9.58331884056875,162.6,9.286549412995118,217.0,0.034710407925387085,91.0,39.0,0.6516881904392051,0.16295022250708835,1.8986275064555331
66,66,lgbm,random,0.6716,0.01423516771941941,0.6697631229094491,0.016898787510649264,0.6716330109169071,0.017190061891924215,0.6705437180803735,0.013544076978654363,334.2,8.376156636548771,165.0,11.832159566199232,120.0,0.059310349896959456,71.0,23.0,0.8395544377228157,0.19445005733386767,1.002420766973987
67,67,lgbm,random,0.6614000000000001,0.01309350984266634,0.6622633372549929,0.013185431832901766,0.6523486299322037,0.018533045398592147,0.6571649856373944,0.013868986795588777,324.6,8.912911982062877,165.6,8.522910301065007,302.0,0.17270294161799465,29.0,37.0,0.529998964780309,0.38627778104270893,0.9262997173687113
68,68,lgbm,random,0.6766000000000001,0.005678027826631361,0.6796082620436371,0.005992814493012155,0.6623815180238054,0.00707822819300809,0.6708695078486475,0.005780500011238913,329.6,3.4409301068170506,155.4,3.7202150475476548,302.0,0.05209432919976728,48.0,34.0,0.5309588473155646,0.3690112442318513,1.1453328146761317
69,69,lgbm,random,0.6768,0.013541048703848589,0.6742943826980158,0.018058577151799544,0.6796691797370569,0.022443896844170082,0.6766055316602121,0.012982711322637458,338.2,11.070682002478437,163.8,15.091719583930786,154.0,0.09023680732667563,75.0,30.0,0.9301618991842455,0.14305329511753428,1.0626445875313442
70,70,lgbm,random,0.6626000000000001,0.017211623979160144,0.6629008524155287,0.017337674522030826,0.6555501684807641,0.02719822880695235,0.658960352549355,0.019064799744056057,326.2,13.481839637082173,166.0,11.815244390193543,314.0,0.16086394416138233,80.0,10.0,0.5852866668881198,0.8616193096936352,0.5647805312206462
71,71,lgbm,random,0.6638,0.017747112441183186,0.6602604778525726,0.01985018844250428,0.6692193320565967,0.01621548779679171,0.6645963705156467,0.016012038875674414,333.0,7.92464510246358,171.6,13.305637902783918,207.0,0.14386799520246607,75.0,28.0,0.5847643871477171,0.7633312552296422,0.8955616611630361
72,72,lgbm,random,0.6598,0.010665833300778716,0.6542003364733573,0.008966987425595272,0.6708152529635645,0.018637219560434088,0.6623349831086138,0.012758432376300389,333.8,9.368030742904295,176.4,5.0039984012787215,375.0,0.13265139499180312,89.0,25.0,0.7063073218632174,0.5878474760251806,1.9321475765839922
73,73,lgbm,random,0.6754,0.00803990049689668,0.6747205615662681,0.011610789088703867,0.6720265367304228,0.008707305497575965,0.6732664403286167,0.005846276597760985,334.4,4.317406628984581,161.4,9.478396488858229,246.0,0.11079313964534203,36.0,18.0,0.8051286135564981,0.4929889836111917,0.9289239955828703
74,74,lgbm,random,0.658,0.009055385138137424,0.6582884542091019,0.00904580582224704,0.650330901069065,0.01587938315955043,0.6542042457060985,0.01062093886661122,323.6,7.709734106958552,168.0,6.099180272790763,237.0,0.16973444274872976,24.0,19.0,0.7757866540881264,0.6891046897349038,2.1964777814363656
75,75,lgbm,random,0.6512,0.010665833300778716,0.652979201955856,0.008975988799506293,0.637855243913279,0.019815154226287383,0.6452549115725159,0.013955033797571861,317.4,9.971960689854328,168.6,3.826225293941799,348.0,0.136833756416251,28.0,10.0,0.9648290885870345,0.6796920413761299,1.5885516328496678
76,76,lgbm,random,0.6646000000000001,0.019438106903708518,0.666612674206371,0.01986583647771854,0.6523187316671111,0.027841737201080144,0.6591980507478434,0.02128685216942541,324.6,14.008568806269967,162.4,11.62067123706716,261.0,0.10769894579684795,20.0,36.0,0.8560135409001765,0.35924847506220126,2.213371037875266
77,77,lgbm,random,0.673,0.01164474130240768,0.6709226904019916,0.016340509257821965,0.6744410236519519,0.015937367551438226,0.672420038664533,0.00946850584927165,335.6,7.863841300534999,165.0,13.914021704740868,315.0,0.034854890676806416,57.0,34.0,0.9040251824532433,0.34115110179783437,2.2779641647063333
78,78,lgbm,random,0.6686,0.009748846085563161,0.6689398334912383,0.010850893614246418,0.6615758809887436,0.0159836398476485,0.6651290627059528,0.010817421106952592,329.2,7.959899496852959,163.0,7.974960814950754,297.0,0.16309995384621956,60.0,39.0,0.9826486250781302,0.4440198242192893,2.1624697531216963
79,79,lgbm,random,0.6622000000000001,0.013702554506368524,0.6615876139543712,0.01187148225234225,0.6571695231630749,0.024294057243773304,0.6592446938646572,0.016748392164430703,327.0,11.882760622010357,167.2,6.209669878504009,289.0,0.10021011389221726,40.0,34.0,0.574589082726054,0.820277935819415,1.1427280632192758
80,80,lgbm,random,0.6584,0.011586198686368203,0.6543660573376353,0.013465566633443211,0.6651968033098188,0.013853133528536052,0.6596281860937893,0.010664337641251144,331.0,6.81175454637056,175.0,10.21763181955584,275.0,0.13142344873332196,30.0,13.0,0.8989686329218449,0.8825398436572417,1.9820235999174913
81,81,lgbm,random,0.6634,0.01677617358040863,0.661739777163581,0.01850905488982867,0.6623669729218686,0.0160890095058045,0.6619971235501155,0.01623806517570419,329.6,8.260750571225351,168.6,10.983624174196786,293.0,0.08112733150339524,95.0,21.0,0.9569095928225133,0.8374647283763942,0.6189761314498119
82,82,lgbm,random,0.6744,0.019642810389554715,0.6747020470761916,0.0202911450916649,0.6680306740038626,0.026528652099565054,0.6711509073195979,0.020622612977910227,332.4,12.893409169028956,160.4,12.658593918757328,231.0,0.04320206370863776,47.0,23.0,0.8903221293465879,0.7757529055931681,1.8112362021078747
83,83,lgbm,random,0.6718,0.010998181667894026,0.6730051011577174,0.015165245635793093,0.6631798825078988,0.012441688433808737,0.6679001002248388,0.009258410409676534,330.0,6.29285308902091,160.6,11.637869220780924,182.0,0.11484862523204188,59.0,10.0,0.9534267514092118,0.27373308559780285,0.6564112805826088
84,84,lgbm,random,0.674,0.022969545054266946,0.6699453197255479,0.021509872076962894,0.6796845329002125,0.03504998040126177,0.6745137713368617,0.025943348009828057,338.2,17.232527382830412,166.6,12.674383614203888,341.0,0.08553634741733987,98.0,10.0,0.8633781937159153,0.2754019958793309,0.7196162679540223
85,85,lgbm,random,0.6618,0.005268775948927802,0.6589568299174375,0.006388320066903121,0.6643758131116013,0.020678285955447302,0.6614422321245653,0.00975210274443658,330.6,10.499523798725349,171.2,8.37615663654877,260.0,0.10634296029681105,71.0,23.0,0.8268993561962978,0.2735065343522666,1.5462521567000684
86,86,lgbm,random,0.6517999999999999,0.010533755265810964,0.6534208150686013,0.010913278929794094,0.6394754066568084,0.009497762987821713,0.6463699576885411,0.010112692452594049,318.2,4.534313619501853,168.8,5.844655678480983,248.0,0.17896065653163168,48.0,45.0,0.5564031219280988,0.7280879037635531,2.0669811168921286
87,87,lgbm,random,0.6674000000000001,0.0037202150475476583,0.6653980683576717,0.0053989788612094965,0.6672056434995515,0.006881993970806541,0.6662601938406727,0.00331402482801085,332.0,3.286335345030997,167.0,5.019960159204453,287.0,0.07100475866817983,26.0,16.0,0.7822822080580327,0.6237014596808104,2.3579493693627853
