run_id,random_seed,model_type,config_type,acc_mean,acc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,tp_mean,tp_std,fp_mean,fp_std,param_n_estimators,param_learning_rate,param_num_leaves,param_min_child_samples,param_colsample_bytree,param_reg_alpha,param_reg_lambda
15,15,lgbm,random,0.6779999999999999,0.005403702434442523,0.6773876833622869,0.008415958157109087,0.6744280946724523,0.017905360291328526,0.6757022041133295,0.007457037009827587,335.6,9.090654541890808,160.0,9.23038460737146,345.0,0.05683438873814977,20.0,38.0,0.9093058864600991,0.9266428241878765,0.5499060646581486
16,16,lgbm,random,0.6678000000000001,0.0052306787322488136,0.6659045744802783,0.006519100758785404,0.667602401557942,0.02329220793662588,0.6664766549020393,0.010442542175120792,332.2,11.617228585166083,166.8,9.173875952943773,269.0,0.0789984238779135,89.0,11.0,0.6543083900421931,0.1391945731694164,1.9089282784325023
17,17,lgbm,random,0.6716,0.018006665432555774,0.6692767926399468,0.021218843348239307,0.6732256995790001,0.011706976537574468,0.6711801985135278,0.015807949557149637,335.0,6.0,165.8,13.317657451669193,211.0,0.057266665768534036,26.0,32.0,0.9444324115958078,0.8068213297947158,1.3204465010215867
18,18,lgbm,random,0.6788000000000001,0.01638780034049718,0.6800504966352664,0.01539223670588728,0.6692257965463464,0.023869897744017838,0.6745101927371703,0.018779141502562397,333.0,11.696153213770756,156.6,7.227724399837061,398.0,0.04140161511166397,89.0,12.0,0.6019862024118613,0.011506733790797474,1.3537829665526069
19,19,lgbm,random,0.6632,0.01049571341072155,0.663993079217233,0.008265031033322342,0.65395182339014,0.018545828328710552,0.6588738802349984,0.013015756206411145,325.4,9.00222194794152,164.6,3.3823069050575527,193.0,0.09457023444911432,60.0,29.0,0.5690658437381597,0.33144656327093147,0.6659991300137857
20,20,lgbm,random,0.6542000000000001,0.0059799665550904265,0.6501792758966888,0.00543748766955851,0.6603581327321357,0.015915430169888667,0.6551434477527897,0.008977837873167482,328.6,8.16333265278342,176.8,4.995998398718719,371.0,0.17316184098817117,29.0,30.0,0.5179447928084266,0.6917575817588839,1.2573618840108163
21,21,lgbm,random,0.6652,0.013644046320648404,0.66484770734489,0.01124271092820369,0.6595694649826671,0.02877026927850427,0.6619646807186546,0.01797822558760463,328.2,14.2884568795934,165.4,7.735631842325487,307.0,0.07336644896847253,68.0,45.0,0.6029613826337195,0.0507732566953768,1.1045437879292337
22,22,lgbm,random,0.6674000000000001,0.009264987857520383,0.6690372076468251,0.013036203274731118,0.657154169999919,0.013378109011985133,0.6628759624403167,0.007992437822028072,327.0,6.663332499583072,162.0,10.807404868885037,232.0,0.10225215926450489,28.0,41.0,0.9466550919060888,0.23463765301586204,0.5227931621730999
23,23,lgbm,random,0.6662000000000001,0.015249918032566616,0.664348852107057,0.01588127901837721,0.6655927533069905,0.01842719135113377,0.6648920232003654,0.015655802757660747,331.2,9.21737489744233,167.4,9.54148835350125,183.0,0.13036456877026253,93.0,41.0,0.7869541914054952,0.441913684354887,0.8679902876487255
24,24,lgbm,random,0.674,0.015244671200127565,0.6743897783426812,0.018981002788848778,0.6680104724733946,0.014583829595987042,0.6710270851784792,0.013327927625431288,332.4,7.172168430816443,160.8,13.287588193498472,292.0,0.03792819298788975,37.0,11.0,0.9919746345320952,0.5090196634817197,2.074361801094647
25,25,lgbm,random,0.6684000000000001,0.011516944039110346,0.6713840782549002,0.00939350270100213,0.6531259848246103,0.021537843017029025,0.6620344905367674,0.01473263103890447,325.0,10.862780491200215,159.0,4.427188724235731,232.0,0.13440989611552312,35.0,33.0,0.7055500639625566,0.11737554713471554,1.86993748874827
26,26,lgbm,random,0.6732,0.01531535177526128,0.6741162807285335,0.01108688331688489,0.6640154178080531,0.03202430752661381,0.6687715509259112,0.020434313889838813,330.4,15.640971836813723,159.6,6.374950980203691,362.0,0.0742374740931738,97.0,36.0,0.5542495443967037,0.22611233047772372,2.0015694572954197
27,27,lgbm,random,0.6679999999999999,0.0093166517590817,0.6681827447301029,0.010539655409880779,0.6615653761929005,0.021895783555009415,0.6646375135253191,0.01215069218917902,329.2,11.05260150371848,163.6,9.54148835350125,119.0,0.10212022596737415,51.0,47.0,0.6922940030074893,0.293847121145253,2.1819386615335095
28,28,lgbm,random,0.6776,0.008114185110040296,0.6755026203234866,0.009658139264880135,0.678067602401558,0.016917331878930436,0.676628861235974,0.00936909747793401,337.4,8.16333265278342,162.2,8.565045242145544,357.0,0.05562346409399763,42.0,42.0,0.6987961843500585,0.7813082062734761,1.5219859633062263
29,29,lgbm,random,0.6674,0.01134195750300627,0.6663016329723378,0.011478272709304021,0.6647669147414608,0.02924805687346076,0.6651700024048153,0.016054291507484653,330.8,14.824304368165137,165.8,10.721940122944169,336.0,0.08197486177823288,60.0,42.0,0.7451413104411924,0.33329412745160514,1.1619199324642981
30,30,lgbm,random,0.6556000000000001,0.018800000000000018,0.6535297827323379,0.022959547282851926,0.6571565941835754,0.010593984409536758,0.6552039477192405,0.015122083154717227,327.0,5.215361924162119,173.8,15.753094934012173,393.0,0.16754669731193983,65.0,22.0,0.5818253630513767,0.9626078136743187,1.1933236807595313
31,31,lgbm,random,0.6874,0.012387090053761582,0.6866879665272873,0.013948157203207464,0.6840795778688193,0.016870853649705,0.6852807658921184,0.013042727185437367,340.4,8.475848040166836,155.4,8.957678270623477,310.0,0.034348740307359654,43.0,38.0,0.6040827309523606,0.13691704884382816,2.3167476045798003
